Question,Answer,File,URL
What benefits are available to SFU employees to maintain their well-being?,"- Mental health information and resources
- Various health benefits
- SFU’s Employee and Family Assistance Program
- Ergonomic guides
- Learning and development opportunities
- Multifaith Centre
- Universal/all-gender washrooms
- Wellness and Recovery Office
- Safety and Risk Services
- Sexual Violence Support and Prevention Office
- Human Rights Office
- SFU Human Resources or Faculty Relations",0_1_1_11_4,https://www.sfu.ca/students/health/faculty-staff/faculty-staff-well-being.html
How can SFU's Employee and Family Assistance Program assist employees?,"- SFU's Employee and Family Assistance Program can provide confidential and professional assistance to support employees and their families in resolving challenges related to health, work, or personal life.",0_1_1_11_4,https://www.sfu.ca/students/health/faculty-staff/faculty-staff-well-being.html
How can employees set up a safe workspace at SFU?,Employees can set up a safe workspace at SFU by consulting the Ergonomics team.,0_1_1_11_4,https://www.sfu.ca/students/health/faculty-staff/faculty-staff-well-being.html
What learning and development opportunities are available for staff and faculty at SFU?,- View various learning and development opportunities to build your skills and support your career development.,0_1_1_11_4,https://www.sfu.ca/students/health/faculty-staff/faculty-staff-well-being.html
How can employees access resources related to ongoing illness and disability at SFU?,"- Consult with the Wellness and Recovery Office
- Contact Safety and Risk Services
- Reach out to the Sexual Violence Support and Prevention Office (SVSPO)
- Connect with the Human Rights Office",0_1_1_11_4,https://www.sfu.ca/students/health/faculty-staff/faculty-staff-well-being.html
What services does the Safety and Risk Services department at SFU provide?,"- Share concerns or incidents encountered
- Safe Walk program for safe escort on campus",0_1_1_11_4,https://www.sfu.ca/students/health/faculty-staff/faculty-staff-well-being.html
How can employees access support from the Sexual Violence Support and Prevention Office at SFU?,Employees can access support from the Sexual Violence Support and Prevention Office at SFU by reaching out to them directly.,0_1_1_11_4,https://www.sfu.ca/students/health/faculty-staff/faculty-staff-well-being.html
How can employees connect with the Human Rights Office at SFU?,Employees can connect with the Human Rights Office at SFU by contacting SFU Human Resources or Faculty Relations. They can also reach out directly to the Human Rights Office.,0_1_1_11_4,https://www.sfu.ca/students/health/faculty-staff/faculty-staff-well-being.html
How can the workplace environment contribute to mental well-being?,"- By providing a supportive and positive atmosphere
- By promoting work-life balance
- By offering resources and support for mental health issues
- By fostering a culture of open communication and mental health awareness",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
What are some ways the workplace can contribute to mental illness?,"- Workplace stress
- Depression and anxiety
- Exacerbating existing issues in one's life
- Absenteeism
- Tension and conflicts between colleagues
- Deteriorating employee performance
- Reduced morale",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
What are the potential consequences of workplace-related mental health issues?,"- Increased rates or levels of illness
- Absenteeism
- Tension and conflicts between colleagues
- Deteriorating employee performance
- Reduced morale",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
"How can awareness, understanding, and knowledge of mental health issues help achieve emotional well-being?","- Awareness, understanding, and knowledge of mental health issues can help individuals move towards achieving emotional well-being by providing information on symptoms and treatments for different mental health conditions",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
How can benefits be used to access counseling for mental health issues?,"- Visit SFU's EFAP site
- Use the Employee and Family Assistance Program (EFAP)",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
What resources are available for supporting colleagues or staff members in distress?,"- Employee and Family Assistance Program (EFAP)
- Wellness Together Canada
- Mood Disorders Association of BC
- Canadian Mental Health Association, BC Division
- BC Partners for Mental Health and Addictions Information
- Ministry of Mental Health and Addictions
- HealthLink BC
- BC Bereavement Helpline",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
How can someone access professional assistance for substance use issues?,"- Wellness Together Canada
- Employee and Family Assistance Program (EFAP)
- BC Partners for Mental Health and Addictions Information
- Ministry of Mental Health and Addictions
- HealthLink BC
- BC Bereavement Helpline",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
What is Wellness Together Canada and how can it help with mental health and substance use issues?,"Wellness Together Canada is a platform that offers articles, courses, wellness assessments, and counseling for mental health and substance use issues.",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
What resources and information does the Mood Disorders Association of BC provide?,"- Visit www.mdabc.net
- Call 604-873-0103 (in the Lower Mainland) or 1-855-282-7979 (in the rest of BC) for resources and information on mood disorders and support groups in your area.",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
"How can the Canadian Mental Health Association, BC Division, support those with mental health issues?","- Visit www.cmha.bc.ca
- Call 1-800-555-8222 (toll-free in BC) or 604-688-3234 (in Greater Vancouver) for information and community resources on mental health or any mental illness.",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
What services are offered through the Employee and Family Assistance Program (EFAP)?,"confidential, professional assistance through counselling, coaching, and e-courses",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
How can the BC Partners for Mental Health and Addictions Information support individuals with mental health issues?,"- Visit wellbeing.gov.bc.ca for well-being, mental health, and substance use supports and resources",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
What resources are available through the Ministry of Mental Health and Addictions?,"- Visit wellbeing.gov.bc.ca
- Well-being, mental health and substance use supports and resources.",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
How can HealthLink BC provide support for mental health information?,"HealthLink BC provides free, non-emergency health information for mental health. Through 811, you can speak with a registered nurse about symptoms you're worried about or speak with a pharmacist about medication questions.",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
What services does the BC Bereavement Helpline offer?,"- Confidential service
- Connects to grief and loss support services within BC",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
What topics are covered in the newsletters provided on mental health and well-being?,"- How to be an Ally
- Trauma Informed Collaboration
- Back to School can Bring big Changes and big Worries: What to Watch for to Help Reduce Stress and Anxiety
- Compassion Fatigue
- Breaking the Silence – Navigating Men’s Mental Health Challenges and Offering Support
- Setting Healthy Holiday Boundaries for Stress-Free Celebrations
- The Psychology of Debt
- A Look at the Interconnections Between Stress, Diabetes, Nutrition, and Mental Health
- Navigating Panic Disorder: Understanding, Coping and Supporting
- Healing the Invisible Wounds
- Creating Safe Spaces",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
How can one access support for men's mental health challenges?,"By visiting the website of the Canadian Mental Health Association, BC Division or by calling 1-800-555-8222 (toll-free in BC) or 604-688-3234 (in Greater Vancouver).",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
What topics are covered in the newsletters for 2024?,"- The Psychology of Debt
- A Look at the Interconnections Between Stress, Diabetes, Nutrition, and Mental Health
- Navigating Panic Disorder: Understanding, Coping and Supporting
- Healing the Invisible Wounds
- Creating Safe Spaces",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
What is the disclaimer regarding health and well-being information on the website?,"The well-being information on this website is provided as information only and should not serve as a substitute for the consultation, diagnosis, or treatment from qualified physicians, mental health care providers, or other health care providers. Suggested links and resources are intended to educate, but not to replace SFU policies, procedures or advice from health professionals.",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
How can individuals contact Human Resources at Simon Fraser University for support?,"Telephone: 778 782 3237
Business Fax: 778 782 3449",0_1_1_11_5,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
What is a Critical Incident or Significant Event?,A Critical Incident or Significant Event is normally a traumatic event that creates a strong emotional reaction. This reaction may interfere with an individual’s ability to manage normal day-to-day activities or have a large negative impact on the people involved or community members that have in some way been involved.,0_1_1_11,https://www.sfu.ca/students/health/faculty-staff/critical-support.html
How do Critical Incidents impact individuals and communities?,"- Critical Incidents can create a strong emotional reaction
- The reaction may interfere with an individual's ability to manage normal day-to-day activities
- Critical Incidents can have a large negative impact on the people involved or community members
- A caring and healthy community responds with empathy and compassion
- People and communities are often resilient and can manage the impact of a critical event without professional intervention
- Encouraging resilience and coping skills in individuals and communities is important
- Critical Incidents can lead to physical, emotional, cognitive/thinking, and behavioral responses
- Various types of supports, such as defusing, information sessions, and facilitated support, may be requested after a Critical Incident
- It is important to be respectful and confidential of other people's private information at all times",0_1_1_11,https://www.sfu.ca/students/health/faculty-staff/critical-support.html
What resources are available for supporting individuals after a Critical Incident?,"- Student Services
- Health & Counselling
- Interfaith
- Security
- SFU Student Conduct Office
- Campus Safety & Security",0_1_1_11,https://www.sfu.ca/students/health/faculty-staff/critical-support.html
What are the types of responses that can occur after a Critical Incident?,"Physical, Emotional, Cognitive/Thinking, Behavioral",0_1_1_11,https://www.sfu.ca/students/health/faculty-staff/critical-support.html
How can facilitated support be provided after a Critical Incident?,"Facilitated Support can range from informal arrangements to more formal, structured interventions. Every situation can be unique and may require a variety of supports, such as Health and Counselling, Interfaith, Security, Student Conduct or external resources, as well as coordinated planning and communications. Proper assessment is important. These options can be explored in more details by contacting the Office of the Vice Provost Students & International at avps@sfu.ca or 778.782.4170.",0_1_1_11,https://www.sfu.ca/students/health/faculty-staff/critical-support.html
What can individuals do to help themselves after a Critical Incident?,"- Be respectful and confidential of other people's private information
- Do not share information unnecessarily
- Contact Campus Safety & Security, Health & Counselling Services, SFU Student Conduct Office, or escalate concerns to a supervisor if concerned about someone's health, well-being, or safety.",0_1_1_11,https://www.sfu.ca/students/health/faculty-staff/critical-support.html
How can individuals help others after a Critical Incident?,"- Be respectful and confidential of other people's private information
- Contact Campus Safety & Security, Health & Counselling Services, SFU Student Conduct Office, or escalate concerns to a supervisor if necessary",0_1_1_11,https://www.sfu.ca/students/health/faculty-staff/critical-support.html
"What actions should be taken if concerned about someone's health, well-being, or safety after a Critical Incident?","Contact Campus Safety & Security, Health & Counselling Services, SFU Student Conduct Office, or escalate the concern to a supervisor.",0_1_1_11,https://www.sfu.ca/students/health/faculty-staff/critical-support.html
How can campus community members access support services after a Critical Incident?,"- Contact the Office of the Vice Provost Students & International at avps@sfu.ca or 778.782.4170
- Contact Campus Safety & Security, Health & Counselling Services, SFU Student Conduct Office, or escalate concerns to a supervisor
- Burnaby campus: 778.782.4615
- Vancouver campus: 778.782.5200
- Surrey campus: 778.782.5200",0_1_1_11,https://www.sfu.ca/students/health/faculty-staff/critical-support.html
What is the importance of respecting confidentiality and privacy when dealing with Critical Incidents?,It is important to be respectful and confidential of other people's private information at all times.,0_1_1_11,https://www.sfu.ca/students/health/faculty-staff/critical-support.html
What are the most common resolutions for student discipline matters in the 2017-2018 Annual Report?,"Informal resolutions, apologies, formal reprimands",0_1_1_12,https://www.sfu.ca/students/studentsupport/annualreports.html
How do the outcomes of student discipline matters in the 2016-2017 Annual Report compare to the outcomes in the 2015-2016 Annual Report?,"In the 2016-2017 Annual Report, informal resolutions decreased from 44% to 39%, while apology letters increased from 32% to 29%.",0_1_1_12,https://www.sfu.ca/students/studentsupport/annualreports.html
What was the most common resolution for student discipline matters in the 2014-2015 Annual Report?,Formal Reprimands (55% of cases),0_1_1_12,https://www.sfu.ca/students/studentsupport/annualreports.html
What are the types of incidents mentioned in the 2013-2014 Annual Report on Student Discipline Matters?,"Formal Reprimands, Informal Resolutions, Recommendations to seek professional assistance, Apology Letters",0_1_1_12,https://www.sfu.ca/students/studentsupport/annualreports.html
Where can I access historical Annual Reports on Student Discipline Matters?,Senate Committee on Disciplinary Appeals web page or the University Board on Student Discipline web page.,0_1_1_12,https://www.sfu.ca/students/studentsupport/annualreports.html
How can I find out about my responsibilities and rights as a member of the SFU community?,"You can contact the Office of Student Support, Rights & Responsibilities at SFU. You can also book an appointment with one of the case managers.",0_1_1_13,https://www.sfu.ca/students/studentsupport/contact-us.html
What type of supports are available to students at SFU?,"- Appointments with case managers
- Consultation with the Office of Student Support, Rights & Responsibilities",0_1_1_13,https://www.sfu.ca/students/studentsupport/contact-us.html
"How can faculty and staff consult with the Office of Student Support, Rights & Responsibilities?","Faculty and staff can consult with the Office of Student Support, Rights & Responsibilities by calling 778 782 5699 or emailing ssrr@sfu.ca.",0_1_1_13,https://www.sfu.ca/students/studentsupport/contact-us.html
What are the hours of availability for appointments with case managers?,"Monday-Friday, 9am-4:30pm (excluding statutory holidays)",0_1_1_13,https://www.sfu.ca/students/studentsupport/contact-us.html
How can I book an appointment with a case manager at SFU?,You can book an appointment by calling 778 782 5699 or emailing ssrr@sfu.ca.,0_1_1_13,https://www.sfu.ca/students/studentsupport/contact-us.html
Can appointments with case managers be held outside of the regular hours by request?,"Yes, appointments may be held outside of regular hours by request.",0_1_1_13,https://www.sfu.ca/students/studentsupport/contact-us.html
"What are the contact details for Sophia Goksoyr, Rupinder Sandhu, Michelle Verbrugghe, and Emily Hampton at the Office of Student Support, Rights & Responsibilities?","Sophia Goksoyr: E: sophia_goksoyr@sfu.ca, T: 236 688 6589
Rupinder Sandhu: E: r_sandhu@sfu.ca, T: 778 782 6951
Michelle Verbrugghe: E: michelle_verbrugghe@sfu.ca, T: 778 782 6601
Emily Hampton: E: emily_hampton@sfu.ca, T: 778 782 5698",0_1_1_13,https://www.sfu.ca/students/studentsupport/contact-us.html
Can appointments with case managers be conducted virtually?,"Yes, appointments with case managers can be conducted virtually.",0_1_1_13,https://www.sfu.ca/students/studentsupport/contact-us.html
What are the preferred methods of contact for the case managers and director at the office?,"- Sophia Goksoyr: Email
- Rupinder Sandhu: Email
- Michelle Verbrugghe: Email
- Emily Hampton: Email",0_1_1_13,https://www.sfu.ca/students/studentsupport/contact-us.html
"How can I learn more about the Office of Student Support, Rights & Responsibilities at SFU?","To learn more about the Office of Student Support, Rights & Responsibilities at SFU, you can call 778 782 5699 or email ssrr@sfu.ca to book an appointment with a case manager.",0_1_1_13,https://www.sfu.ca/students/studentsupport/contact-us.html
What services and resources are readily accessible to SFU students for academic success?,"Enrolment services, Advising, Career and volunteer, Health and counselling, Indigenous student centre, Accessible Learning, Residence and housing, Multifaith Centre.",0_1_1_14,https://www.sfu.ca/students.html
How can Enrolment Services support students in their degree completion?,"- Enrolment Services can support students in their degree completion by providing support for course planning and enrolment, tuition fees and payment plans, official documents, ID cards and U-Pass, academic records, graduation application, and many other services related to degree completion",0_1_1_14,https://www.sfu.ca/students.html
What kind of support can students receive from Advising Services at SFU?,"- Support in planning academic goals
- Explore self-guided resources for academic readiness and success",0_1_1_14,https://www.sfu.ca/students.html
How can students learn about financial assistance options available at SFU?,"- Enrolment services
- Finances
- Visit Enrolment Services
- Learn more",0_1_1_14,https://www.sfu.ca/students.html
"What opportunities are available for students to enrich their student experience through work, co-op, and volunteer opportunities?",Career and volunteer opportunities on and off-campus.,0_1_1_14,https://www.sfu.ca/students.html
What types of personal student needs can SFU support with beyond academics?,"- Physical and mental health and well-being
- Accessibility requirements
- Spiritual and faith-based matters
- International and newcomer student advising
- Indigenous community spaces and guidance
- Rights and safety concerns",0_1_1_14,https://www.sfu.ca/students.html
What resources are available for students' physical and mental health and well-being at SFU?,"- Health and counselling
- Indigenous student centre
- Accessible Learning
- Residence and housing
- Multifaith Centre",0_1_1_14,https://www.sfu.ca/students.html
How can students learn about budgeting and financing their studies at SFU?,"- Learn to budget for and calculate an estimate of your costs per term
- Apply for financial aid
- Seek income opportunities",0_1_1_14,https://www.sfu.ca/students.html
What information can students find about course loads and balancing them each term at SFU?,"- Learn about course loads and how to balance them each term
- Plan for timely degree completion",0_1_1_14,https://www.sfu.ca/students.html
"What freedom do students have to explore different courses, programs, and disciplines once they are at SFU?","Students have the freedom to explore different courses, programs, and disciplines once they are at SFU.",0_1_1_14,https://www.sfu.ca/students.html
"What is the purpose of the Office of Student Support, Rights & Responsibilities at SFU?","The purpose of the Office of Student Support, Rights & Responsibilities at SFU is to provide resources for students, faculty, and staff, to ensure appropriate responses and level of supports are provided to students, to help students better understand their responsibilities and rights as members of the SFU community, and to create a safe and respectful learning environment.",0_1_1_15,https://www.sfu.ca/students/studentsupport.html#students
How can students find out about their responsibilities and rights as members of the SFU community?,"- Contact the Office of Student Support, Rights & Responsibilities
- Read the S10.05 Student Conduct Policy
- Refer to the Academic Integrity website",0_1_1_15,https://www.sfu.ca/students/studentsupport.html#students
How can faculty and staff consult with the office for student support concerns?,"Faculty and staff can consult with the Office of Student Support, Rights & Responsibilities by contacting them via phone at 778.782.5699, email at ssrr@sfu.ca, or online through the ""Share a concern"" form.",0_1_1_15,https://www.sfu.ca/students/studentsupport.html#students
"What are the office hours of the Office of Student Support, Rights & Responsibilities at SFU?","Monday – Friday: 9:00 am - 4:30 pm
Weekends & holidays: Closed",0_1_1_15,https://www.sfu.ca/students/studentsupport.html#students
"How can students contact the Office of Student Support, Rights & Responsibilities for non-emergency referrals?","- Phone: 778.782.5699
- Email: ssrr@sfu.ca
- Online: Share a concern",0_1_1_15,https://www.sfu.ca/students/studentsupport.html#students
What are some examples of behaviors that may require intervention according to the Student Conduct Policy?,"- Yelling or refusing to follow direction
- Sending numerous repetitive emails or phone calls
- Aggression, though not directed at specific people
- Destruction or damage to property
- Indirect aggressive words or actions
- Fascination with violence by words or action
- History of violence
- Persistent, unwanted, or obsessive contact or harassment
- Expressing a direct threat to harm self or others",0_1_1_15,https://www.sfu.ca/students/studentsupport.html#students
How can faculty and staff identify and respond to different levels of student distress or disruptive behavior?,"- Identify the experience or behavior you are witnessing
- Read the recommended response for each level of distress or disruptive behavior",0_1_1_15,https://www.sfu.ca/students/studentsupport.html#students
What resources are available for faculty and staff to support students in distress?,"- The Office of Student Support, Rights & Responsibilities
- Student Conduct Policy (S10.05)
- Academic Integrity web site
- Students in Distress - Response Guide for Faculty and Staff",0_1_1_15,https://www.sfu.ca/students/studentsupport.html#students
What is the recommended response for a student who exhibits persistent harassment towards others?,Read more →,0_1_1_15,https://www.sfu.ca/students/studentsupport.html#students
How can students access the Students in Distress - Response Guide for Faculty and Staff at SFU?,Students can access the Students in Distress - Response Guide for Faculty and Staff at SFU by downloading it.,0_1_1_15,https://www.sfu.ca/students/studentsupport.html#students
"What is the purpose of the Office of Student Support, Rights & Responsibilities at SFU?","- To provide resources for students, faculty, and staff
- To inform students about their responsibilities and rights as SFU community members
- To offer support services and consultations for faculty and staff regarding student concerns
- To ensure appropriate responses and level of support for students in need
- To promote a civil, safe, and respectful environment for learning, studying, and working",0_1_1_16,https://www.sfu.ca/students/studentsupport.html#staff
How can students learn about their responsibilities and rights as members of the SFU community?,"Students can learn about their responsibilities and rights as members of the SFU community by contacting the Office of Student Support, Rights & Responsibilities. 
They can also read the S10.05 Student Conduct Policy on the Policies and Procedures website.",0_1_1_16,https://www.sfu.ca/students/studentsupport.html#staff
How can faculty and staff share concerns and consult with the office?,"Faculty and staff can share concerns and consult with the Office of Student Support, Rights & Responsibilities by contacting them directly.",0_1_1_16,https://www.sfu.ca/students/studentsupport.html#staff
"What are the contact details for the Office of Student Support, Rights & Responsibilities?","Phone: 778.782.5699
Email: ssrr@sfu.ca
Online: Share a concern",0_1_1_16,https://www.sfu.ca/students/studentsupport.html#staff
What are the operating hours for the office?,"Monday – Friday: 9:00 am - 4:30 pm
Weekends & holidays: Closed",0_1_1_16,https://www.sfu.ca/students/studentsupport.html#staff
What should students do in case of immediate danger?,Call 911.,0_1_1_16,https://www.sfu.ca/students/studentsupport.html#staff
"What type of concerns should be directed to the Office of Student Support, Rights & Responsibilities?","- Non-emergency referrals
- Concerns about a student's safety, well-being, or impact upon others
- Concerns regarding academic misconduct and academic integrity
- Student behavior that is distressed, disruptive, disturbing, or dangerous",0_1_1_16,https://www.sfu.ca/students/studentsupport.html#staff
What is SFU's commitment to creating a safe and respectful environment for students?,"SFU is committed to creating a community characterized by honesty, civility, inclusion, free inquiry, mutual respect, individual safety and freedom from harassment and discrimination.",0_1_1_16,https://www.sfu.ca/students/studentsupport.html#staff
Where can students find the S10.05 Student Conduct Policy?,Students can find the S10.05 Student Conduct Policy on the Policies and Procedures web site.,0_1_1_16,https://www.sfu.ca/students/studentsupport.html#staff
What resources are available for faculty and staff when they have concerns about a student's safety or well-being?,"- The Office of Student Support, Rights & Responsibilities
- S10.05 Student Conduct Policy
- Academic Integrity web site
- Students in Distress - Response Guide for Faculty and Staff",0_1_1_16,https://www.sfu.ca/students/studentsupport.html#staff
Who can make a complaint under the Student Conduct Policy?,"Any member of the university community - students, staff, and faculty.",0_1_1_17,https://www.sfu.ca/students/studentsupport/faq.html
What factors can contribute to the length of a timeline for a student conduct process?,"Availability of parties (complainant(s), respondent(s), witness(es)
Availability of investigator (internal or external)
Preference from parties to delay a process during peak academic work periods
Need for a process to be suspended due to a party's need for support
Need for a process to be suspended in cases of multiple proceedings
Time for the investigator to conduct interviews and review information
Type of resolution process (voluntary vs. disciplinary)
Balance of probabilities standard of proof
Support person present at meetings
Training and development of student conduct administrators",0_1_1_17,https://www.sfu.ca/students/studentsupport/faq.html
What is the standard of proof in student conduct processes at post-secondary institutions?,Balance of probabilities is the established standard of proof in student conduct processes at post-secondary institutions. It is also referred to as a preponderance of proof or the ‘more-likely-than-not’ standard.,0_1_1_17,https://www.sfu.ca/students/studentsupport/faq.html
What role can a support person play in a student conduct process?,"- Provide emotional support
- Observe the process
- Interject briefly to provide support or facilitate clarification 
- Not act as an advocate or representative for the student 
- Not speak for the student",0_1_1_17,https://www.sfu.ca/students/studentsupport/faq.html
How is the standard of proof in student conduct processes related to fairness and respect for all parties involved?,"The standard of proof in student conduct processes is related to fairness and respect for all parties involved by treating all parties with the most respect and fairness. It ensures that the facts are more likely to be than not, and it is the appropriate standard of evidence for resolving student misconduct complaints.",0_1_1_17,https://www.sfu.ca/students/studentsupport/faq.html
What should I do if I feel threatened or know someone who is in extreme distress?,Call 911.,0_1_1_18,https://www.sfu.ca/students/studentsupport/sc-form.html
"What information is required to alert the Office of Student Support, Rights & Responsibilities about a student in distress?","- Name and preferred contact information
- Details of the incident or concerning behavior",0_1_1_18,https://www.sfu.ca/students/studentsupport/sc-form.html
Can the form be used for reporting one incident or concerns about a pattern of behavior?,The form can be used for reporting one incident or concerns about a pattern of behavior.,0_1_1_18,https://www.sfu.ca/students/studentsupport/sc-form.html
How quickly can I expect a response from the appropriate staff after submitting the form?,Within one business day.,0_1_1_18,https://www.sfu.ca/students/studentsupport/sc-form.html
Is there a specific contact method preferred for follow-up communication?,No.,0_1_1_18,https://www.sfu.ca/students/studentsupport/sc-form.html
Are there any other resources available for reporting distress or threats aside from calling 911?,"Office of Student Support, Rights & Responsibilities form",0_1_1_18,https://www.sfu.ca/students/studentsupport/sc-form.html
What is the purpose of the Student Conduct Policy at Simon Fraser University?,"The purpose of the Student Conduct Policy at Simon Fraser University is to define and provide examples of prohibited behavior considered to be misconduct, establish a process for responding to complaints about misconduct, and ensure a scholarly community characterized by honesty, diversity, free inquiry, and mutual respect.",0_1_1_19,https://www.sfu.ca/policies/gazette/student/s10-05.html
Who is responsible for implementing the Student Conduct Policy?,"Vice-Provost and Associate Vice-President, Students and International (“VPSI”)",0_1_1_19,https://www.sfu.ca/policies/gazette/student/s10-05.html
What are the examples of behavior that are considered misconduct according to the policy?,Examples of Misconduct are provided in Appendix B to this policy.,0_1_1_19,https://www.sfu.ca/policies/gazette/student/s10-05.html
How are complaints of alleged misconduct managed at the university?,Complaints of alleged misconduct at the university are received and managed according to the Student Conduct Procedures.,0_1_1_19,https://www.sfu.ca/policies/gazette/student/s10-05.html
"What are the roles and responsibilities of the Vice-Provost and Associate Vice-President, Students and International in relation to the policy?","The Vice-Provost and Associate Vice-President, Students and International is responsible for implementing the policy and monitoring its operational aspects and procedures.",0_1_1_19,https://www.sfu.ca/policies/gazette/student/s10-05.html
What measures can be imposed by the university while an allegation of misconduct is being addressed?,Interim measures may be imposed while an allegation of misconduct is being addressed.,0_1_1_19,https://www.sfu.ca/policies/gazette/student/s10-05.html
How does the university ensure procedural fairness in addressing alleged misconduct?,"The university ensures procedural fairness in addressing alleged misconduct by addressing misconduct in an objective, fair, and timely manner, having an impartial and appropriately qualified person manage and/or investigate complaints, allowing the respondent to be accompanied by a support person to meetings, providing information and guidance through the Ombudsperson, informing the respondent of the particulars of the allegation and giving them an opportunity to respond.",0_1_1_19,https://www.sfu.ca/policies/gazette/student/s10-05.html
What are the disciplinary measures that may be imposed for misconduct?,"Disciplinary measures may include but are not limited to: warning, reprimand, probation, restitution, educational programming, community service, temporary suspension, permanent suspension, and expulsion.",0_1_1_19,https://www.sfu.ca/policies/gazette/student/s10-05.html
How often does the policy need to be reviewed?,The policy needs to be reviewed at least once every five years.,0_1_1_19,https://www.sfu.ca/policies/gazette/student/s10-05.html
Who has the authority to suspend a student according to the policy?,The President has the authority to suspend a student according to the policy.,0_1_1_19,https://www.sfu.ca/policies/gazette/student/s10-05.html
What should I do if a student expresses a direct threat to harm themselves or others?,Call Campus Security Emergency number.,0_1_1_1,https://www.sfu.ca/students/studentsupport/behaviours/danger-threat.html
Who should I contact if I am concerned about a student's behavior?,Call Campus Security Emergency number.,0_1_1_1,https://www.sfu.ca/students/studentsupport/behaviours/danger-threat.html
What is the Campus Security Emergency number?,The Campus Security Emergency number is not provided in the given context.,0_1_1_1,https://www.sfu.ca/students/studentsupport/behaviours/danger-threat.html
Are there any specific actions I should take if I witness a student making a threat?,Call Campus Security Emergency number.,0_1_1_1,https://www.sfu.ca/students/studentsupport/behaviours/danger-threat.html
How can I report a student who has made a threat on social media platforms?,Call Campus Security Emergency number.,0_1_1_1,https://www.sfu.ca/students/studentsupport/behaviours/danger-threat.html
What is the purpose of the Office of the University Secretariat?,The purpose of the Office of the University Secretariat is to maintain university policies.,0_1_1_20,https://www.sfu.ca/policies.html
How are policies organized on the Simon Fraser University website?,"Policies are organized according to their series (academic, administrative, general, and so on).",0_1_1_20,https://www.sfu.ca/policies.html
How often is the website updated with policy changes?,The website is updated on a regular basis.,0_1_1_20,https://www.sfu.ca/policies.html
How can individuals obtain a copy of the official version of a policy?,Individuals can obtain a copy of the official version of a policy by writing to the Office of the University Secretariat at Simon Fraser University.,0_1_1_20,https://www.sfu.ca/policies.html
What is the difference between a policy and a procedure?,"- A policy states a goal or purpose, explains why the university is doing something and what it wants to achieve, and contains principles to guide decision-making",0_1_1_20,https://www.sfu.ca/policies.html
What is a bicameral governance system and how does it operate at SFU?,"A bicameral governance system has two governing bodies, the Board of Governors (BoG) and the Senate. British Columbia’s University Act establishes the powers and responsibilities of the BoG and the Senate. The BoG is responsible for the management, administration, and control of the property, revenue, business, and affairs of the university. The Senate reviews and approves policies related to academic matters of the university.",0_1_1_20,https://www.sfu.ca/policies.html
Who is responsible for policy development at SFU?,Policy development resides with a Vice-President or other “policy owner” (e.g. the BoG has its own policies that reside with the University Secretary).,0_1_1_20,https://www.sfu.ca/policies.html
What are the criteria for developing a new policy?,"a) It is required by law;
b) A governance body determines it is necessary to support university governance; or
c) The President or a Vice-President determines it is necessary to support the management and administration of the university.",0_1_1_20,https://www.sfu.ca/policies.html
What steps are involved in the policy development process at SFU?,"- Determine goals and objectives
- Identify options for achieving goals
- Review against other university policies
- Legal review
- Review by Executive and President
- Community consultation
- Revision based on input
- Review by Executive and President again
- Approval by Board of Governors
- Approval by Senate if related to academic matter
- Publication on SFU's Policy Gazette",0_1_1_20,https://www.sfu.ca/policies.html
How is community consultation conducted during policy development?,"Community consultation is conducted by giving the highest level of consideration to the people most impacted, engaging with formal stakeholder groups or informal groups, and conducting robust community-wide consultations when a policy has wider implications.",0_1_1_20,https://www.sfu.ca/policies.html
